9.8323	-0.1749
9.792	-0.045816
10.535	0.70435
10.216	-0.38712
9.9026	0.38819
10.25	0.40395
10.323	0.46504
10.555	0.49377
9.891	0.35693
10.11	0.3113
10.097	0.29928
10.314	0.6842
10.484	0.71096
10.071	-0.56062
10.612	-0.48464
10.686	0.44735
10.227	-0.64496
10.732	0.43872
11.037	0.47113
10.989	-0.14982
10.389	0.69755
10.079	0.5515
10.196	-0.63407
10.296	0.4519
10.082	0.56826
10.025	0.51084
10.487	-0.51117
9.8139	-0.1568
10.927	0.30234
10.805	-0.38593
10.251	-0.45377
10.448	0.70892
11.108	-0.36201
10.611	-0.49098
10.282	-0.43198
10.863	-0.33445
10.418	0.50378
10.967	0.52957
11.016	0.49907
10.694	0.43649
10.736	-0.67467
10.158	0.63606
10.303	-0.45773
10.422	-0.697
10.272	-0.43708
10.822	-0.36726
10.715	0.46042
10.128	0.60384
10.338	-0.48734
10.596	-0.71096
10.814	0.62193
10.263	0.64285
10.586	-0.69213
10.768	-0.40143
10.759	-0.66991
10.06	0.27418
10.377	0.47328
10.904	-0.31733
10.637	0.69103
10.587	0.7002
11.08	-0.3999
11.189	0.11826
10.712	-0.67383
10.601	0.69827
10.55	0.50223
9.9779	-0.48946
10.823	-0.62985
10.15	-0.61823
10.753	0.4292
10.05	0.19086
10.78	-0.65741
10.142	0.35975
9.8218	-0.20088
10.973	0.50936
10.983	-0.51467
11.005	0.050837
10.909	0.27371
10.715	0.45761
10.414	0.70354
10.662	0.48994
10.673	-0.68657
10.317	-0.46708
10.872	-0.60036
10.62	-0.47318
10.257	0.66587
9.8337	0.25636
10.599	0.49582
10.748	0.43543
10.909	-0.56331
11.148	-0.31328
10.668	0.68757
10.044	-0.19972
10.368	0.712
10.995	-0.49656
10.038	-0.19798
10.092	0.28066
10.676	-0.67948
10.414	0.48537
9.8642	0.31472
10.358	0.68961
10.838	0.60864
10.973	-0.17246
10.467	-0.48684
10.816	-0.39375
10.602	0.48427
11.106	-0.36474
10.711	0.45236
10.657	0.67969
10.026	0.53031
10.046	-0.16705
10.59	-0.50049
10.751	-0.45161
9.9145	-0.41456
10.077	0.57058
10.352	-0.69136
10.901	0.28788
11.078	-0.41644
10.404	-0.70593
10.654	0.46622
9.9229	-0.4138
9.864	0.27561
10.823	0.6397
10.787	0.40621
10.51	-0.49372
10.189	0.39873
9.843	0.24406
9.8996	-0.36632
10.275	-0.6725
10.946	0.21972
10.478	0.70241
11.188	-0.11267
10.012	-0.51326
10.824	-0.62327
9.9549	-0.46623
10.114	0.60418
10.475	0.49455
10.752	-0.65676
10.377	-0.47617
11.066	0.4259
10.666	-0.46721
10.608	-0.68897
10.576	0.49137
10.752	-0.65782
10.956	-0.17591
10.187	-0.3794
10.999	0.50657
10.186	-0.38843
10.433	-0.70177
10.792	-0.4157
10.144	0.35099
10.166	-0.64095
10.776	-0.65332
10.651	-0.68251
10.36	-0.68643
10.915	0.27383
10.89	0.29792
10.175	-0.37395
10.362	-0.47556
11.034	-0.46174
10.58	-0.69228
11.149	-0.28668
10.461	0.70634
10.202	0.42379
10.178	0.61819
10.701	0.45482
10.124	-0.60054
10.909	-0.57849
10.929	0.57543
10.488	-0.48736
10.527	0.49436
10.918	-0.27854
10.48	0.5099
10.39	-0.70762
10.019	0.11638
10.475	0.49091
10.566	0.49901
9.9156	0.38298
10.714	-0.45949
10.167	-0.35302
10.152	0.61903
10.133	-0.34565
10.817	0.63392
10.323	-0.46541
10.146	0.61212
10.523	0.50235
10.013	0.091712
10.326	-0.67522
10.382	-0.70464
10.865	0.60074
10.634	-0.47299
11.053	-0.44047
11.082	-0.40256
9.8016	0.0048667
10.181	-0.63611
11.172	0.19272
10.435	-0.70041
10.735	0.42976
10.507	0.70736
10.916	-0.57453
10.844	0.62339
10.308	-0.4446
10.863	0.35136
9.7919	-0.030579
10.233	0.42408
11.152	-0.26921
10.422	-0.48701
10.779	0.65372
10.705	-0.44267
11.086	0.37923
9.809	0.15996
10.728	0.6679
10.039	-0.14759
10.589	0.48529
10.67	0.69326
10.881	0.59057
10.795	-0.64779
10.191	-0.38705
10.711	-0.65894
10.719	0.44115
11.205	0.15049
10.39	0.5019
10.409	-0.70325
10.962	0.53669
10.175	-0.36373
10.129	-0.60276
11.078	0.40172
9.8492	0.26961
10.03	-0.17728
10.48	-0.69734
10.677	-0.47356
10.212	0.64567
10.297	-0.68118
10.763	-0.64906
10.641	-0.48906
10.957	0.23253
10.19	0.39248
10.832	0.38148
11.107	-0.36909
11.179	-0.21498
10.711	-0.45251
9.879	-0.3662
10.441	0.4944
10.893	0.59914
10.256	-0.67152
10.749	-0.41085
10.305	-0.6747
10.043	-0.53496
10.462	-0.50336
11.084	-0.39907
10.239	0.65688
10.465	0.71316
10.44	0.50842
10.696	-0.47668
10.899	-0.58181
10.655	-0.47207
10.325	0.68962
11.118	-0.35191
10.736	-0.41443
10.628	-0.6985
10.809	0.6392
10.937	-0.56728
10.184	-0.36211
10.463	0.70552
10.555	-0.50066
10.881	-0.33911
11.169	0.23277
10.716	0.47142
10.621	-0.70098
10.975	0.18496
10.592	0.49071
10.507	0.49507
10.399	0.69556
10.344	-0.70202
10.056	0.56402
10.601	-0.69089
10.194	0.63823
10.52	-0.49876
10.432	0.70916
10.808	-0.39455
10.552	0.71065
10.387	0.69497
11.197	-0.11229
10.235	-0.65043
10.749	0.45202
10.455	0.51595
10.643	0.69282
10.469	0.69848
9.9918	-0.48531
10.907	0.57221
10.832	0.36317
10.23	0.44318
10.221	0.65113
10.316	0.69031
10.189	0.64895
10.388	-0.47514
10.089	0.28685
10.667	0.69019
10.112	-0.32672
10.704	-0.43148
10.741	-0.44275
10.144	-0.35132
10.704	-0.44721
10.021	0.51932
10.03	-0.12926
10.589	0.70828
9.9122	-0.40017
10.165	0.62368
10.023	0.51567
10.002	0.51253
10.991	-0.51399
10.419	0.69686
10.547	-0.49729
10.002	0.076588
11.075	0.43298
10.628	-0.68785
11.029	0.48251
10.357	-0.46957
10.904	0.28317
10.749	0.44082
10.255	-0.66006
10.145	-0.37263
10.664	0.47304
11.098	0.38789
10.882	0.30907
10.164	0.39021
10.294	0.46436
10.819	-0.63111
10.554	0.48591
9.9007	-0.38797
10.156	-0.35794
10.113	0.58807
10.691	-0.68476
10.12	0.30353
9.9345	-0.45101
11.001	0.099691
10.828	0.38442
10.747	-0.65998
10.661	-0.68294
10.738	-0.67018
10.43	-0.69121
9.9605	0.45434
10.778	0.64973
10.975	0.50927
10.453	-0.48554
10.832	0.62652
10.246	0.66225
10.547	-0.71052
9.8452	0.27334
